date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy,day_of_week,hour,minute,bright,steamy
2015-02-04 19:24:00,22.2,27.2,0.0,580.0,0.004502282742765,0,Wednesday,19,24,0,1
2015-02-04 19:25:00,22.1,27.15,0.0,578.0,0.004466453581412,0,Wednesday,19,25,0,1
2015-02-04 19:25:59,22.1,27.2,0.0,576.5,0.004474738269724,0,Wednesday,19,25,0,1
2015-02-04 19:27:00,22.1,27.2,0.0,580.0,0.004474738269724,0,Wednesday,19,27,0,1
2015-02-04 19:27:59,22.1,27.2,0.0,572.5,0.004474738269724,0,Wednesday,19,27,0,1
2015-02-04 19:28:59,22.1,27.2,0.0,567.0,0.004474738269724,0,Wednesday,19,28,0,1
2015-02-04 19:30:00,22.1,27.2,0.0,568.0,0.004474738269724,0,Wednesday,19,30,0,1
2015-02-04 19:31:00,22.1,27.2,0.0,574.5,0.004474738269724,0,Wednesday,19,31,0,1
2015-02-04 19:32:00,22.1,27.2,0.0,564.333333333333,0.004474738269724,0,Wednesday,19,32,0,1
2015-02-04 19:33:00,22.1,27.2,0.0,563.0,0.004474738269724,0,Wednesday,19,33,0,1
2015-02-04 19:34:00,22.1,27.15,0.0,564.5,0.004466453581412,0,Wednesday,19,34,0,1
2015-02-04 19:34:59,22.0666666666667,27.1666666666667,0.0,566.333333333333,0.00446007809167,0,Wednesday,19,34,0,1
2015-02-04 19:36:00,22.1,27.1,0.0,562.0,0.004458169112216,0,Wednesday,19,36,0,1
2015-02-04 19:37:00,22.0,27.1,0.0,565.5,0.004430875551249,0,Wednesday,19,37,0,1
2015-02-04 19:38:00,22.0,27.1,0.0,570.0,0.004430875551249,0,Wednesday,19,38,0,1
2015-02-04 19:38:59,22.05,27.15,0.0,562.0,0.004452762746362,0,Wednesday,19,38,0,1
2015-02-04 19:40:00,22.0,27.1,0.0,560.0,0.004430875551249,0,Wednesday,19,40,0,1
2015-02-04 19:40:59,22.0,27.1,0.0,558.0,0.004430875551249,0,Wednesday,19,40,0,1
2015-02-04 19:41:59,22.0,27.1,0.0,556.0,0.004430875551249,0,Wednesday,19,41,0,1
2015-02-04 19:43:00,22.0,27.1,0.0,557.0,0.004430875551249,0,Wednesday,19,43,0,1
2015-02-04 19:44:00,21.9175,27.1,0.0,556.5,0.004408469431627,0,Wednesday,19,44,0,1
2015-02-04 19:45:00,21.945,27.1,0.0,557.5,0.004415927007615,0,Wednesday,19,45,0,1
2015-02-04 19:46:00,21.9266666666667,27.1,0.0,555.0,0.004410954054978,0,Wednesday,19,46,0,1
2015-02-04 19:46:59,21.89,27.1,0.0,555.0,0.004401022967086,0,Wednesday,19,46,0,1
2015-02-04 19:47:59,21.89,27.1,0.0,553.0,0.004401022967086,0,Wednesday,19,47,0,1
2015-02-04 19:49:00,21.89,27.1,0.0,549.5,0.004401022967086,0,Wednesday,19,49,0,1
2015-02-04 19:50:00,21.89,27.1,0.0,548.5,0.004401022967086,0,Wednesday,19,50,0,1
2015-02-04 19:51:00,21.89,27.1,0.0,551.5,0.004401022967086,0,Wednesday,19,51,0,1
2015-02-04 19:52:00,21.89,27.1,0.0,548.5,0.004401022967086,0,Wednesday,19,52,0,1
2015-02-04 19:53:00,21.89,27.1,0.0,548.0,0.004401022967086,0,Wednesday,19,53,0,1
2015-02-04 19:53:59,21.89,27.1,0.0,547.5,0.004401022967086,0,Wednesday,19,53,0,1
2015-02-04 19:54:59,21.89,27.1,0.0,553.0,0.004401022967086,0,Wednesday,19,54,0,1
2015-02-04 19:56:00,21.84,27.1,0.0,547.5,0.004387512361334,0,Wednesday,19,56,0,1
2015-02-04 19:57:00,21.8566666666667,27.1,0.0,548.666666666667,0.004392011825806,0,Wednesday,19,57,0,1
2015-02-04 19:58:00,21.79,27.1,0.0,540.0,0.004374038354454,0,Wednesday,19,58,0,1
2015-02-04 19:59:00,21.79,27.1,0.0,538.0,0.004374038354454,0,Wednesday,19,59,0,1
2015-02-04 19:59:59,21.79,27.1,0.0,542.0,0.004374038354454,0,Wednesday,19,59,0,1
2015-02-04 20:00:59,21.79,27.1,0.0,542.0,0.004374038354454,0,Wednesday,20,0,0,1
2015-02-04 20:02:00,21.79,27.1,0.0,538.0,0.004374038354454,0,Wednesday,20,2,0,1
2015-02-04 20:03:00,21.79,27.1,0.0,537.666666666667,0.004374038354454,0,Wednesday,20,3,0,1
2015-02-04 20:04:00,21.79,27.1,0.0,537.5,0.004374038354454,0,Wednesday,20,4,0,1
2015-02-04 20:05:00,21.79,27.1,0.0,536.0,0.004374038354454,0,Wednesday,20,5,0,1
2015-02-04 20:06:00,21.745,27.1,0.0,534.5,0.004361942969453,0,Wednesday,20,6,0,1
2015-02-04 20:06:59,21.7,27.1,0.0,532.5,0.004349877097745,0,Wednesday,20,6,0,1
2015-02-04 20:08:00,21.76,27.1,0.0,530.0,0.004365971482121,0,Wednesday,20,8,0,1
2015-02-04 20:09:00,21.745,27.05,0.0,529.5,0.004353838771225,0,Wednesday,20,9,0,1
2015-02-04 20:10:00,21.79,27.05,0.0,531.0,0.004365911527171,0,Wednesday,20,10,0,1
2015-02-04 20:10:59,21.73,27.0,0.0,533.333333333333,0.004341724610005,0,Wednesday,20,10,0,1
2015-02-04 20:12:00,21.745,27.0,0.0,531.0,0.004345734782707,0,Wednesday,20,12,0,1
2015-02-04 20:12:59,21.745,27.0,0.0,529.0,0.004345734782707,0,Wednesday,20,12,0,1
2015-02-04 20:13:59,21.745,27.0,0.0,528.5,0.004345734782707,0,Wednesday,20,13,0,1
2015-02-04 20:15:00,21.7,27.0,0.0,525.0,0.004333714055788,0,Wednesday,20,15,0,1
2015-02-04 20:16:00,21.7,27.0,0.0,528.5,0.004333714055788,0,Wednesday,20,16,0,1
2015-02-04 20:17:00,21.7,27.0,0.0,530.5,0.004333714055788,0,Wednesday,20,17,0,1
2015-02-04 20:18:00,21.7,26.89,0.0,528.0,0.004315935673085,0,Wednesday,20,18,0,1
2015-02-04 20:19:00,21.7,26.89,0.0,526.0,0.004315935673085,0,Wednesday,20,19,0,1
2015-02-04 20:19:59,21.7,26.89,0.0,530.0,0.004315935673085,0,Wednesday,20,19,0,1
2015-02-04 20:21:00,21.7,26.89,0.0,533.333333333333,0.004315935673085,0,Wednesday,20,21,0,1
2015-02-04 20:22:00,21.7,26.89,0.0,529.0,0.004315935673085,0,Wednesday,20,22,0,1
2015-02-04 20:23:00,21.7,26.89,0.0,528.0,0.004315935673085,0,Wednesday,20,23,0,1
2015-02-04 20:23:59,21.7,26.89,0.0,526.0,0.004315935673085,0,Wednesday,20,23,0,1
2015-02-04 20:25:00,21.7,26.89,0.0,526.0,0.004315935673085,0,Wednesday,20,25,0,1
2015-02-04 20:25:59,21.7,26.79,0.0,521.0,0.004299774382784,0,Wednesday,20,25,0,1
2015-02-04 20:26:59,21.7,26.79,0.0,518.0,0.004299774382784,0,Wednesday,20,26,0,1
2015-02-04 20:28:00,21.7,26.79,0.0,515.5,0.004299774382784,0,Wednesday,20,28,0,1
2015-02-04 20:29:00,21.7,26.79,0.0,520.0,0.004299774382784,0,Wednesday,20,29,0,1
2015-02-04 20:30:00,21.7,26.7675,0.0,523.5,0.004296138207407,0,Wednesday,20,30,0,1
2015-02-04 20:31:00,21.7,26.79,0.0,525.5,0.004299774382784,0,Wednesday,20,31,0,1
2015-02-04 20:31:59,21.7,26.79,0.0,525.5,0.004299774382784,0,Wednesday,20,31,0,1
2015-02-04 20:32:59,21.7,26.79,0.0,514.0,0.004299774382784,0,Wednesday,20,32,0,1
2015-02-04 20:34:00,21.7,26.7,0.0,518.0,0.004285229934604,0,Wednesday,20,34,0,1
2015-02-04 20:35:00,21.7,26.7,0.0,518.0,0.004285229934604,0,Wednesday,20,35,0,1
2015-02-04 20:36:00,21.7,26.7,0.0,520.0,0.004285229934604,0,Wednesday,20,36,0,1
2015-02-04 20:37:00,21.6,26.7,0.0,521.0,0.004258921862088,0,Wednesday,20,37,0,1
2015-02-04 20:38:00,21.6,26.6,0.0,518.0,0.004242862036853,0,Wednesday,20,38,0,1
2015-02-04 20:38:59,21.6,26.65,0.0,517.0,0.004250891846509,0,Wednesday,20,38,0,1
2015-02-04 20:39:59,21.6,26.6,0.0,511.5,0.004242862036853,0,Wednesday,20,39,0,1
2015-02-04 20:41:00,21.65,26.65,0.0,514.0,0.004264003084945,0,Wednesday,20,41,0,1
2015-02-04 20:42:00,21.6,26.55,0.0,515.5,0.004234832433111,0,Wednesday,20,42,0,1
2015-02-04 20:43:00,21.6,26.5,0.0,517.0,0.004226803035275,0,Wednesday,20,43,0,1
2015-02-04 20:44:00,21.6,26.5,0.0,515.0,0.004226803035275,0,Wednesday,20,44,0,1
2015-02-04 20:44:59,21.6,26.5,0.0,512.0,0.004226803035275,0,Wednesday,20,44,0,1
2015-02-04 20:45:59,21.6,26.5,0.0,515.0,0.004226803035275,0,Wednesday,20,45,0,1
2015-02-04 20:47:00,21.65,26.55,0.0,511.0,0.00424789380271,0,Wednesday,20,47,0,1
2015-02-04 20:48:00,21.6,26.5,0.0,514.0,0.004226803035275,0,Wednesday,20,48,0,1
2015-02-04 20:49:00,21.6,26.445,0.0,508.0,0.004217970935468,0,Wednesday,20,49,0,1
2015-02-04 20:50:00,21.6,26.4725,0.0,509.75,0.00422238695423,0,Wednesday,20,50,0,1
2015-02-04 20:51:00,21.6,26.445,0.0,508.75,0.004217970935468,0,Wednesday,20,51,0,1
2015-02-04 20:51:59,21.6,26.445,0.0,508.5,0.004217970935468,0,Wednesday,20,51,0,1
2015-02-04 20:53:00,21.6,26.39,0.0,507.0,0.004209139084788,0,Wednesday,20,53,0,1
2015-02-04 20:54:00,21.6,26.39,0.0,507.0,0.004209139084788,0,Wednesday,20,54,0,1
2015-02-04 20:55:00,21.6,26.39,0.0,503.5,0.004209139084788,0,Wednesday,20,55,0,1
2015-02-04 20:55:59,21.6,26.39,0.0,504.0,0.004209139084788,0,Wednesday,20,55,0,1
2015-02-04 20:57:00,21.6,26.39,0.0,504.0,0.004209139084788,0,Wednesday,20,57,0,1
2015-02-04 20:57:59,21.575,26.315,0.0,500.5,0.004190637126149,0,Wednesday,20,57,0,1
2015-02-04 20:58:59,21.6,26.29,0.0,500.0,0.004193081812684,0,Wednesday,20,58,0,1
2015-02-04 21:00:00,21.6,26.29,0.0,503.5,0.004193081812684,0,Wednesday,21,0,0,1
2015-02-04 21:01:00,21.55,26.245,0.0,503.0,0.004172982022196,0,Wednesday,21,1,0,1
2015-02-04 21:02:00,21.55,26.245,0.0,502.5,0.004172982022196,0,Wednesday,21,2,0,1
2015-02-04 21:03:00,21.5,26.2,0.0,502.0,0.004152962010384,0,Wednesday,21,3,0,1
2015-02-04 21:04:00,21.5666666666667,26.2,0.0,502.0,0.004170059149172,0,Wednesday,21,4,0,1
2015-02-04 21:04:59,21.5,26.2,0.0,502.5,0.004152962010384,0,Wednesday,21,4,0,1
2015-02-04 21:06:00,21.5,26.2,0.0,497.0,0.004152962010384,0,Wednesday,21,6,0,1
2015-02-04 21:07:00,21.5,26.15,0.0,501.5,0.004144983695142,0,Wednesday,21,7,0,1
2015-02-04 21:08:00,21.5,26.15,0.0,504.0,0.004144983695142,0,Wednesday,21,8,0,1
2015-02-04 21:08:59,21.5,26.1,0.0,501.0,0.004137005583213,0,Wednesday,21,8,0,1
2015-02-04 21:10:00,21.5,26.1,0.0,493.75,0.004137005583213,0,Wednesday,21,10,0,1
2015-02-04 21:10:59,21.5,26.1,0.0,500.0,0.004137005583213,0,Wednesday,21,10,0,1
2015-02-04 21:11:59,21.5,26.1,0.0,504.5,0.004137005583213,0,Wednesday,21,11,0,1
2015-02-04 21:13:00,21.5,26.05,0.0,504.0,0.00412902767459,0,Wednesday,21,13,0,1
2015-02-04 21:14:00,21.5,26.1,0.0,501.0,0.004137005583213,0,Wednesday,21,14,0,1
2015-02-04 21:15:00,21.5,26.0,0.0,499.0,0.004121049969266,0,Wednesday,21,15,0,1
2015-02-04 21:16:00,21.5,26.0,0.0,502.0,0.004121049969266,0,Wednesday,21,16,0,1
2015-02-04 21:16:59,21.5,26.0,0.0,503.5,0.004121049969266,0,Wednesday,21,16,0,1
2015-02-04 21:17:59,21.5,26.0,0.0,500.666666666667,0.004121049969266,0,Wednesday,21,17,0,1
2015-02-04 21:19:00,21.5,26.0,0.0,493.0,0.004121049969266,0,Wednesday,21,19,0,1
2015-02-04 21:20:00,21.5,26.0,0.0,492.5,0.004121049969266,0,Wednesday,21,20,0,1
2015-02-04 21:21:00,21.5,26.0,0.0,493.0,0.004121049969266,0,Wednesday,21,21,0,1
2015-02-04 21:22:00,21.5,25.89,0.0,495.5,0.004103499733122,0,Wednesday,21,22,0,1
2015-02-04 21:23:00,21.5,26.0,0.0,492.666666666667,0.004121049969266,0,Wednesday,21,23,0,1
2015-02-04 21:23:59,21.5,26.0,0.0,490.0,0.004121049969266,0,Wednesday,21,23,0,1
2015-02-04 21:24:59,21.5,25.9266666666667,0.0,493.0,0.004109349702516,0,Wednesday,21,24,0,1
2015-02-04 21:26:00,21.5,25.89,0.0,494.666666666667,0.004103499733122,0,Wednesday,21,26,0,1
2015-02-04 21:27:00,21.5,25.89,0.0,496.0,0.004103499733122,0,Wednesday,21,27,0,1
2015-02-04 21:28:00,21.5,25.89,0.0,491.0,0.004103499733122,0,Wednesday,21,28,0,1
2015-02-04 21:29:00,21.5,25.84,0.0,490.5,0.004095522678299,0,Wednesday,21,29,0,1
2015-02-04 21:29:59,21.5,25.84,0.0,490.0,0.004095522678299,0,Wednesday,21,29,0,1
2015-02-04 21:30:59,21.5,25.89,0.0,491.0,0.004103499733122,0,Wednesday,21,30,0,1
2015-02-04 21:32:00,21.5,25.89,0.0,491.666666666667,0.004103499733122,0,Wednesday,21,32,0,1
2015-02-04 21:33:00,21.5,25.89,0.0,493.5,0.004103499733122,0,Wednesday,21,33,0,1
2015-02-04 21:34:00,21.4725,25.865,0.0,493.75,0.004092567769502,0,Wednesday,21,34,0,1
2015-02-04 21:35:00,21.5,25.84,0.0,490.0,0.004095522678299,0,Wednesday,21,35,0,1
2015-02-04 21:36:00,21.5,25.79,0.0,488.0,0.004087545826741,0,Wednesday,21,36,0,1
2015-02-04 21:36:59,21.5,25.79,0.0,490.0,0.004087545826741,0,Wednesday,21,36,0,1
2015-02-04 21:38:00,21.5,25.79,0.0,487.0,0.004087545826741,0,Wednesday,21,38,0,1
2015-02-04 21:39:00,21.445,25.745,0.0,492.5,0.004066555607149,0,Wednesday,21,39,0,1
2015-02-04 21:40:00,21.445,25.745,0.0,493.5,0.004066555607149,0,Wednesday,21,40,0,1
2015-02-04 21:40:59,21.4633333333333,25.76,0.0,493.333333333333,0.004073542303919,0,Wednesday,21,40,0,1
2015-02-04 21:42:00,21.445,25.745,0.0,488.0,0.004066555607149,0,Wednesday,21,42,0,1
2015-02-04 21:42:59,21.5,25.79,0.0,487.5,0.004087545826741,0,Wednesday,21,42,0,1
2015-02-04 21:43:59,21.4266666666667,25.73,0.0,485.333333333333,0.004059578937064,0,Wednesday,21,43,0,0
2015-02-04 21:45:00,21.39,25.7,0.0,484.0,0.004045655627795,0,Wednesday,21,45,0,0
2015-02-04 21:46:00,21.39,25.7,0.0,489.0,0.004045655627795,0,Wednesday,21,46,0,0
2015-02-04 21:47:00,21.445,25.745,0.0,488.0,0.004066555607149,0,Wednesday,21,47,0,1
2015-02-04 21:48:00,21.5,25.79,0.0,493.0,0.004087545826741,0,Wednesday,21,48,0,1
2015-02-04 21:49:00,21.39,25.7,0.0,491.0,0.004045655627795,0,Wednesday,21,49,0,0
2015-02-04 21:49:59,21.445,25.745,0.0,488.0,0.004066555607149,0,Wednesday,21,49,0,1
2015-02-04 21:51:00,21.445,25.745,0.0,487.25,0.004066555607149,0,Wednesday,21,51,0,1
2015-02-04 21:52:00,21.39,25.7,0.0,489.0,0.004045655627795,0,Wednesday,21,52,0,0
2015-02-04 21:53:00,21.5,25.79,0.0,489.0,0.004087545826741,0,Wednesday,21,53,0,1
2015-02-04 21:53:59,21.39,25.7,0.0,486.0,0.004045655627795,0,Wednesday,21,53,0,0
2015-02-04 21:55:00,21.4266666666667,25.73,0.0,484.666666666667,0.004059578937064,0,Wednesday,21,55,0,0
2015-02-04 21:55:59,21.39,25.7,0.0,485.0,0.004045655627795,0,Wednesday,21,55,0,0
2015-02-04 21:56:59,21.39,25.7,0.0,487.0,0.004045655627795,0,Wednesday,21,56,0,0
2015-02-04 21:58:00,21.39,25.7,0.0,492.0,0.004045655627795,0,Wednesday,21,58,0,0
2015-02-04 21:59:00,21.39,25.7,0.0,490.666666666667,0.004045655627795,0,Wednesday,21,59,0,0
2015-02-04 22:00:00,21.39,25.7,0.0,488.0,0.004045655627795,0,Wednesday,22,0,0,0
2015-02-04 22:01:00,21.39,25.7,0.0,485.5,0.004045655627795,0,Wednesday,22,1,0,0
2015-02-04 22:01:59,21.39,25.7,0.0,486.0,0.004045655627795,0,Wednesday,22,1,0,0
2015-02-04 22:02:59,21.39,25.7,0.0,485.5,0.004045655627795,0,Wednesday,22,2,0,0
2015-02-04 22:04:00,21.39,25.7,0.0,486.0,0.004045655627795,0,Wednesday,22,4,0,0
2015-02-04 22:05:00,21.39,25.7,0.0,480.0,0.004045655627795,0,Wednesday,22,5,0,0
2015-02-04 22:06:00,21.39,25.7,0.0,481.0,0.004045655627795,0,Wednesday,22,6,0,0
2015-02-04 22:07:00,21.39,25.7,0.0,481.666666666667,0.004045655627795,0,Wednesday,22,7,0,0
2015-02-04 22:08:00,21.39,25.7,0.0,485.5,0.004045655627795,0,Wednesday,22,8,0,0
2015-02-04 22:08:59,21.39,25.7,0.0,485.0,0.004045655627795,0,Wednesday,22,8,0,0
